file_name,composer,composer_label,pitch_entropy,rhythmic_entropy,average_interval_size,average_vertical_density,average_polyphonic_voices,fractal_dimension,num_notes,pitch_std,pitch_range,number_of_instruments,unique_note_values,average_beat_gap,most_common_note,average_note_length,largest_leap,orch_outer_voice_motion_index,orch_harmonic_change_entropy,orch_global_npvi
2147.csv,Brahms,2,3.2319,5.2032,11.0049,3.3846,2.2023,1.58,7741,0.86429947745917,17.750000000033,3,37,0.2605297157622739,0.4628600955948844,0.9000398312024248,16.9791666667,34.41769681197137,3.225652859834148,25.469318874652675
2156.csv,Brahms,2,3.3444,5.3296,13.5627,4.4167,2.2262,1.4791,3534,0.6298168511301907,5.510416666667,3,24,0.1958675346730823,0.398981324278438,0.7966657234482352,5.25,42.71708683473389,2.1799866523628846,35.02458578584724
2119.csv,Brahms,2,3.2067,5.1035,12.2645,2.8314,1.5102,1.4873,3162,0.3720909084306343,3.1583333333366697,2,61,0.1385769271326573,0.3402909550917141,0.423273771874448,2.25,42.299794661190965,3.4065497404007785,57.992270963225394
2161.csv,Brahms,2,3.2961,5.5166,15.2732,4.2755,2.0648,1.5802,6367,1.801892024185155,49.0520833333,3,118,0.3620797989318253,0.3764724359981153,1.4616839432483986,48.354166666633,35.472496473906915,2.7263987194771344,13.339514421458295
2148.csv,Brahms,2,3.4493,5.5851,13.7152,5.2231,2.9578,1.7022,11381,0.5863530333071166,6.59375,4,39,0.1313708260105448,0.1529742553378437,0.6966032568899446,5.916666666667,42.88901282766314,4.0310925319457285,25.8546261808924
2157.csv,Brahms,2,3.3269,5.2369,11.8652,3.7577,2.3142,1.5894,6877,0.4783611491317892,14.718749999967,3,35,0.1480511925538103,0.2330958266686055,0.5465137414568698,14.343749999967,48.94366197183098,3.5675132308844377,33.828295921846994
2138.csv,Brahms,2,3.3667,5.1074,10.1977,3.0728,2.3132,1.3728,1974,0.349101410797656,5.11458333333,3,27,0.1469842878864673,0.196048632218845,0.4559033054710253,4.83333333333,43.48958333333333,2.6576490686124177,39.97239501002333
2116.csv,Brahms,2,3.4196,5.4459,13.0966,3.734,1.6362,1.5885,3553,0.6799567146212878,4.675000000003,2,66,0.1985383821322269,0.180692372642837,0.8144971385684446,4.29166666667,47.783251231527096,3.470222525746756,52.43330527423782
2140.csv,Brahms,2,3.4256,5.3842,12.5118,3.1813,2.3809,1.5337,3950,0.5956919725010743,7.583333333333,3,30,0.2502532286654849,0.330126582278481,0.8035363924048071,7.260416666667,40.13422818791946,3.471379069719397,21.620680303702503
2149.csv,Brahms,2,3.3996,5.4271,12.423,4.3247,2.7194,1.6196,8167,1.389921861432111,35.75,4,41,0.3547636541758511,0.259091465654463,1.3929176360154756,35.666666666667,57.50487329434698,3.038620153044396,19.98561399079416
2158.csv,Brahms,2,3.4092,5.3286,12.3792,4.4594,2.1836,1.5186,3875,1.3264503749402892,20.750000000033,3,155,0.2945276200309757,0.1734193548387096,1.2242956989241192,19.83333333337,52.42290748898678,3.460900507550936,26.23602738007485
2112.csv,Brahms,2,3.4634,5.6836,14.8302,3.9811,1.8387,1.6184,6142,0.7282659611563533,8.875,2,27,0.2410030939586386,0.2922500814067079,0.9619622387353468,8.0,46.06413994169096,3.5151935183246104,23.518945586203703
2154.csv,Brahms,2,3.3302,5.2809,13.0237,3.8594,2.4609,1.6457,8113,0.6325239974345195,13.2083333333,3,38,0.1992110453648915,0.1930235424627141,0.7974007765312624,12.499999999967,41.08009708737864,3.5332618556504936,33.4628570280758
2117.csv,Brahms,2,3.3924,5.1776,11.7727,3.1297,1.728,1.3423,1048,0.4979561847862112,3.57499999999667,2,40,0.1547277936959599,0.2166030534351145,0.5334526081424564,2.833333333333,60.810810810810814,2.8587880941259525,37.915705217306815
2150.csv,Brahms,2,3.2998,5.4845,14.5507,5.4499,3.0325,1.6415,7920,0.4202509436605109,5.9270833333333,4,44,0.0894052279328198,0.2118686868686868,0.5167002051766101,5.0,52.13675213675214,3.554462673553124,42.21878195312493
2159.csv,Brahms,2,3.4223,5.5331,13.9653,4.6169,2.168,1.6149,6483,1.248391731038223,11.84375,3,174,0.2957420549213206,0.3032546660496684,1.2649702426864489,11.489583333333,31.179321486268176,3.074269572283608,21.746376314392645
2113.csv,Brahms,2,3.3881,5.4153,14.6086,2.9108,1.7101,1.5435,3639,0.3113533563068715,2.7375,2,14,0.1816932380428807,0.5474031327287716,0.5425780892186566,2.533333333333,34.395973154362416,2.904383541701086,37.00040893169752
2131.csv,Brahms,2,3.1814,5.052,11.1914,5.6492,4.8241,1.534,6500,0.8052084021930741,11.96875,8,35,0.1117479612248038,0.3563076923076923,0.6072004807692339,11.665625,45.58960074280409,3.3867597674920944,41.46616570910678
2155.csv,Brahms,2,3.2635,5.2435,10.5267,4.4101,2.2786,1.6236,5913,0.2738618523719148,1.6979166666667,3,30,0.0757780784844384,0.1608320649416539,0.3422085517784021,1.260416666667,40.24725274725275,3.123248706779316,32.99137698586208
2118.csv,Brahms,2,3.0001,4.9864,13.1037,3.3997,1.7396,1.4617,2286,0.5660022371439443,3.633333333333,2,44,0.2512180889862888,0.2239720034995625,0.9650517643628216,3.5,37.267080745341616,3.082363502268614,53.32781303700176
2127.csv,Brahms,2,3.4911,5.3951,12.1114,5.4631,4.7372,1.6195,5387,1.894301720894336,93.9166666666666,8,26,0.2872261418492388,0.5303508446259514,1.5892606042324084,91.0,42.71217712177122,2.749111029825621,31.884118852369085
2151.csv,Brahms,2,3.2746,5.5082,14.2431,4.3283,2.558,1.6373,10545,0.2880011187179125,3.9270833333334,4,35,0.0919717374810318,0.2613560929350403,0.3801949976290714,3.510416666667,39.51828724353256,3.2848850917555863,33.3680960352041
2160.csv,Brahms,2,3.3847,5.7266,16.013,5.3749,2.1563,1.4187,2072,1.120280885697527,11.572916666667,3,108,0.2462578464509898,0.1573359073359073,1.3321267696260313,10.875,29.594272076372317,2.634825934273664,33.08455779690512
2114.csv,Brahms,2,3.418,5.6803,16.4386,3.0847,1.6381,1.5885,5270,0.4136861491708652,5.1666666666667,2,31,0.1495539950654773,0.4007590132827324,0.5010792220116478,4.9333333333330005,35.714285714285715,3.562975609387509,35.55852093718056
