file_name,composer,composer_label,pitch_entropy,rhythmic_entropy,average_interval_size,average_vertical_density,average_polyphonic_voices,fractal_dimension,num_notes,pitch_std,pitch_range,number_of_instruments,unique_note_values,average_beat_gap,most_common_note,average_note_length,largest_leap,orch_outer_voice_motion_index,orch_harmonic_change_entropy,orch_global_npvi
1817.csv,Mozart,7,3.1155,4.6184,9.0135,3.9694,2.2667,1.3185,2071,0.8634444394137981,6.865625,3,23,0.2516908212560386,0.2221149203283438,0.9867123370352486,6.5,23.62948960302457,2.1613239984500923,45.227872268301496
1793.csv,Mozart,7,3.2119,5.0281,10.6142,2.7149,2.1851,1.3785,2391,0.3337369449651379,3.3333333333333,3,48,0.1419456066945606,0.2986198243412798,0.4028893071239383,2.9166666666667,39.51367781155015,3.1345060468088737,45.33220455359354
1859.csv,Mozart,7,3.258,4.9362,9.8678,2.7627,2.1663,1.4004,2604,0.7547637380444944,11.275,3,33,0.3215520553207837,0.3452380952380952,0.8420378904249854,10.6,40.57724957555178,2.54910153038181,37.67302957035984
1813.csv,Mozart,7,2.9028,4.4342,8.715,3.5311,2.8312,1.414,5527,0.3569077010571542,16.4708333333334,4,28,0.0798045602606465,0.3397865026234847,0.2592538146071,16.25,33.29989969909729,3.305879683505119,35.323432605481585
1789.csv,Mozart,7,3.2119,5.0281,10.6142,2.7149,2.1851,1.3768,2391,0.3337369449651379,3.3333333333333,3,48,0.1419456066945606,0.2986198243412798,0.4028893071239383,2.9166666666667,39.51367781155015,3.1345060468088737,41.140387278258686
1822.csv,Mozart,7,3.2423,4.9236,8.5443,2.7321,2.1994,1.5114,4414,0.4383562149183641,7.9166666666667,3,41,0.1423634715612961,0.3173991844132306,0.3976910587524783,7.875,40.95890410958904,3.1893255776425167,34.65521586021221
1818.csv,Mozart,7,3.0271,4.5647,9.4451,4.1643,2.5603,1.3323,2232,0.970394625378832,19.959375,3,48,0.1577767817122366,0.2620967741935484,0.6524020870669085,19.740625,30.704225352112672,2.8947563561120546,29.984703501694497
1805.csv,Mozart,7,3.2588,4.9768,9.6213,2.9423,2.2198,1.4652,3619,0.5542730812096853,8.35,3,53,0.187534549474848,0.2373583862945565,0.5544234134659414,7.999999999999999,32.99565846599132,3.180518326195948,29.00762464834845
1893.csv,Mozart,7,3.1239,5.0074,13.653,3.1929,2.104,1.4436,3387,0.7966421863206353,11.3958333333,3,24,0.3227997637330183,0.5063478004133452,1.0452034740675742,10.5833333333,63.125,2.942159791681992,45.86484215529946
1790.csv,Mozart,7,3.3064,4.9869,9.2649,2.5267,2.0184,1.48,3195,0.4143043064896217,3.4333333333333,3,22,0.252035065748278,0.282942097026604,0.5898800208659349,3.0,44.74097331240189,2.516801248759579,30.812783858126743
1828.csv,Mozart,7,3.1827,4.7795,10.4582,2.7617,1.8097,1.3474,1937,0.3339723825733861,4.4375,3,31,0.1182851239669421,0.2447083118224058,0.3339302615728916,4.0,31.535269709543567,3.128991931873535,48.87561083203717
1876.csv,Mozart,7,3.3119,5.2071,9.9858,3.193,1.9283,1.4515,2743,0.7474423498954335,11.4374999999667,3,38,0.2177242888402625,0.3919066715275246,0.7169005954549911,11.2708333333,35.294117647058826,3.0287596584632093,34.04604941887514
1791.csv,Mozart,7,3.3201,5.0496,9.8946,2.845,2.2014,1.4853,4981,0.3721164436280789,3.3250000000001,3,34,0.1689759036144578,0.2868901826942381,0.3994796894867146,3.2,46.61095636025998,3.0147963220291425,19.86981552047468
1824.csv,Mozart,7,3.3006,4.893,8.9462,2.6178,2.1465,1.2882,1470,0.9709248270114208,15.8,3,18,0.3356024506466984,0.2442176870748299,0.906267006802721,15.25,34.90566037735849,1.455846310949712,66.36551662741753
1872.csv,Mozart,7,3.1176,4.9016,9.9733,3.1645,2.0791,1.4126,2585,0.7981706180706136,24.8749999999667,3,54,0.1282894736842105,0.267311411992263,0.4520672147001541,24.687499999967,33.50785340314136,3.357987605657934,44.88105509282114
1811.csv,Mozart,7,3.0678,4.6925,9.449,4.3546,3.3759,1.355,2070,0.5270504749564926,8.9416666666667,4,18,0.1217979700336732,0.5429951690821256,0.5451086956521961,8.833333333333,53.813559322033896,2.87278927148344,43.6549183395417
1835.csv,Mozart,7,3.1548,5.019,14.3336,2.9193,2.2563,1.4117,2381,0.8419504837321443,15.875,3,16,0.2424527310924369,0.4766904661906762,0.6222595548089038,15.5,38.16326530612245,2.3880225692082577,34.08429131991528
1829.csv,Mozart,7,3.1236,4.8694,10.6686,2.6433,1.7184,1.472,4518,0.378940795556418,10.4322916667,3,34,0.1120212530440557,0.3871181938911022,0.3091718773057344,10.2291666667,50.47879616963065,3.39044303567689,18.201406262115142
1807.csv,Mozart,7,3.2089,5.1208,9.3428,3.1287,2.4756,1.3564,2408,0.501378888035589,8.99166666666667,3,50,0.1321146655587868,0.2022425249169435,0.4108734772978687,8.5,31.768953068592054,3.1526113648319587,29.448600552843555
1792.csv,Mozart,7,3.2687,5.0735,10.9632,2.6541,2.1386,1.4876,4997,0.4455322862552517,3.5333333333333,3,46,0.1919535628502802,0.2039223534120472,0.4905268160896604,3.1,55.19607843137256,3.5095397586179478,29.522796547738118
